username,purchase_amount,num_items,account_age_days,session_duration,failed_login_attempts,geo_location_mismatch,timezone_mismatch,multiple_sessions_same_ip,account_takeover_risk,sudden_ip_change,captcha_triggered,typing_time,paste_detected,mouse_moves_per_second,scroll_depth,total_time_on_page,keystroke_variance,click_count,mouse_click_rate,idle_time_ratio,hover_time,scroll_velocity,user_agent_contains_bot,navigator_webdriver,js_enabled,cookie_enabled,timestamp,is_fraud,is_security_threat,is_behavior_anomaly,is_bot
user439,709.18,1,767,999,1,0,0,1,0.25,0,0,3.54,1,18.34,32,1834,1.33,52,0.72,0.09,37,4.71,0,1,1,1,2025-07-14 10:49:00,1,0,0,0
user440,90.54,8,796,3280,4,1,1,1,0.07,1,1,4.4,0,17.61,45,929,1.56,34,0.94,0.07,5,0.79,0,0,1,1,2025-07-14 18:24:00,1,0,1,1
user441,93.99,8,553,599,4,1,0,0,0.27,1,0,1.93,1,11.57,80,1171,1.13,19,0.23,0.06,42,1.37,1,1,1,1,2025-07-14 13:15:00,1,0,0,1
user442,986.77,6,658,2595,2,1,0,1,0.91,1,0,7.47,0,18.01,44,1185,1.64,51,0.72,0.23,31,0.81,0,1,1,1,2025-07-14 10:38:00,1,0,0,1
user443,380.53,4,533,881,2,1,0,0,0.63,1,0,5.53,1,18.94,18,1192,1.09,48,0.92,0.26,42,4.41,0,0,1,1,2025-07-14 10:01:00,0,0,0,1
user444,376.94,2,916,1521,0,0,1,1,0.72,0,0,7.38,1,28.48,93,1782,1.74,31,0.55,0.07,39,4.07,0,0,1,1,2025-07-14 17:44:00,0,1,1,1
user445,814.67,2,823,1148,4,0,1,1,0.26,0,1,3.24,0,34.87,86,1994,0.9,88,0.43,0.49,14,3.09,0,1,1,1,2025-07-14 11:14:00,0,0,0,1
user446,947.78,9,896,415,2,0,0,0,0.72,0,0,3.92,0,22.15,14,465,0.92,68,0.25,0.13,16,0.88,1,0,1,1,2025-07-14 08:38:00,1,1,1,1
user447,986.14,5,25,3383,1,0,1,1,0.03,0,0,4.01,0,37.38,77,1285,1.28,45,0.88,0.23,14,1.73,1,0,1,1,2025-07-14 13:28:00,0,0,1,1
user448,755.84,4,138,294,3,1,0,1,0.38,0,0,1.23,0,20.13,65,1862,1.15,72,0.45,0.11,38,1.84,1,1,1,1,2025-07-14 12:10:00,0,1,1,0
user449,382.5,1,584,2334,1,0,0,1,0.63,1,0,4.07,1,18.06,38,1044,1.47,9,0.93,0.25,28,3.02,0,0,1,1,2025-07-14 15:50:00,1,0,1,1
user450,92.67,7,118,1608,3,0,0,1,0.15,0,0,8.23,0,29.35,17,1075,1.05,57,0.86,0.38,32,1.66,0,1,1,1,2025-07-14 11:12:00,1,0,0,1
user451,779.38,3,896,3444,2,0,1,0,0.82,1,0,9.08,0,6.07,69,1611,0.85,12,0.44,0.26,26,0.83,1,1,1,1,2025-07-14 09:54:00,1,1,0,0
user452,562.82,6,542,2156,0,0,0,1,0.24,0,0,5.66,0,8.59,58,530,1.2,26,0.62,0.14,49,3.79,1,0,1,1,2025-07-14 08:52:00,0,1,1,1
user453,429.98,5,679,177,1,1,0,1,0.65,1,1,5.1,1,23.81,31,958,1.34,11,0.12,0.12,20,1.85,0,1,1,1,2025-07-14 08:24:00,1,1,0,1
user454,907.29,5,278,2161,1,0,0,0,0.41,0,1,1.28,1,47.43,20,1612,0.71,26,0.34,0.38,17,2.54,0,1,1,1,2025-07-14 14:10:00,0,0,1,1
user455,120.09,5,171,1733,1,1,1,1,0.6,1,1,8.91,1,37.47,39,329,1.34,50,0.74,0.06,40,1.07,0,0,1,1,2025-07-14 12:57:00,0,1,0,1
user456,497.7,1,269,2672,3,0,0,1,0.11,0,1,1.12,1,8.97,91,469,0.98,34,0.71,0.18,40,4.11,0,1,1,1,2025-07-14 16:16:00,0,1,0,0
user457,21.24,1,933,1127,2,1,1,1,0.02,0,0,9.5,0,43.08,26,277,1.09,20,0.42,0.08,47,3.04,0,0,1,1,2025-07-14 10:31:00,0,1,0,1
user458,473.97,3,111,2160,1,1,0,1,0.91,0,1,5.4,1,37.95,1,1980,0.92,83,0.83,0.13,27,4.56,1,1,1,1,2025-07-14 13:19:00,0,0,0,1
user459,65.74,4,515,617,1,0,1,0,0.27,0,1,4.08,0,32.49,96,1533,1.9,9,0.31,0.08,18,2.73,0,1,1,1,2025-07-14 15:32:00,1,0,0,1
user460,127.63,5,744,3233,0,0,0,1,0.82,1,1,9.32,1,41.91,79,667,1.53,71,0.52,0.44,36,4.74,1,1,1,1,2025-07-14 18:39:00,0,0,0,0
user461,126.35,2,580,1875,0,0,0,0,1.0,0,0,1.22,0,23.18,38,1713,0.89,27,0.53,0.37,7,4.51,0,1,1,1,2025-07-14 13:05:00,0,1,1,1
user462,652.72,8,256,2065,2,0,1,1,0.21,1,1,6.23,0,14.97,85,1393,1.47,65,0.41,0.28,31,3.09,1,1,1,1,2025-07-14 15:32:00,0,0,0,1
user463,748.58,2,649,2975,2,1,1,1,0.27,0,1,5.94,0,28.04,55,1329,1.77,78,0.96,0.11,23,4.7,1,1,1,1,2025-07-14 17:23:00,0,0,0,0
user464,587.54,9,804,457,4,1,0,1,0.66,1,0,2.97,0,29.7,12,892,1.1,9,0.73,0.26,26,1.95,1,1,1,1,2025-07-14 13:50:00,0,0,0,0
user465,962.55,2,846,3269,0,0,1,0,0.97,0,1,4.86,0,29.22,55,1863,1.74,27,0.59,0.26,5,2.15,0,0,1,1,2025-07-14 12:30:00,1,0,1,0
user466,381.12,9,546,734,4,0,0,1,0.92,0,0,6.87,1,30.43,65,999,0.73,83,0.56,0.3,9,0.7,0,1,1,1,2025-07-14 13:45:00,0,1,0,0
user467,292.85,7,140,446,3,1,0,1,0.5,1,1,7.54,0,47.69,77,1874,1.73,86,0.24,0.03,37,3.15,0,0,1,1,2025-07-14 14:50:00,0,0,0,1
user468,869.91,8,362,2218,4,0,0,0,0.8,0,0,1.01,0,45.6,55,1074,1.31,29,0.43,0.49,23,3.75,1,1,1,1,2025-07-14 14:38:00,0,1,0,0
user469,231.36,2,205,2721,1,1,1,0,0.14,0,1,9.43,0,44.41,27,1923,0.83,12,0.71,0.23,40,3.98,1,1,1,1,2025-07-14 17:04:00,0,1,1,0
user470,963.59,7,802,2124,4,0,0,0,0.98,1,1,2.48,0,41.06,63,181,1.11,99,0.93,0.46,10,1.17,0,0,1,1,2025-07-14 13:59:00,1,1,0,0
user471,22.03,6,925,3313,2,1,1,0,0.96,0,1,3.1,1,47.45,70,945,1.98,25,0.83,0.0,19,2.5,1,0,1,1,2025-07-14 14:47:00,0,1,1,1
user472,970.18,4,939,943,3,1,0,1,0.16,1,0,3.37,1,9.43,81,861,1.68,6,0.37,0.12,40,1.3,1,0,1,1,2025-07-14 10:04:00,0,1,1,0
user473,52.73,7,675,600,1,1,1,1,0.3,0,1,1.34,0,16.93,63,1316,1.36,26,0.49,0.05,37,3.48,1,1,1,1,2025-07-14 18:19:00,0,1,0,1
user474,892.23,4,391,230,4,1,1,1,0.1,1,0,2.11,0,27.28,55,717,0.67,76,0.17,0.38,28,1.21,1,0,1,1,2025-07-14 15:14:00,0,0,0,1
user475,532.42,2,654,2516,3,1,0,1,0.27,1,0,9.88,0,43.09,40,1312,1.13,91,0.19,0.16,31,4.57,0,1,1,1,2025-07-14 15:03:00,1,1,1,0
user476,993.04,7,236,799,3,0,1,0,0.82,1,0,3.84,0,27.73,99,1399,0.89,76,0.52,0.42,15,1.54,1,1,1,1,2025-07-14 09:11:00,1,0,1,1
user477,83.06,8,710,1461,1,1,0,1,0.38,1,0,2.04,1,38.66,40,1197,0.61,72,0.58,0.42,27,1.81,0,0,1,1,2025-07-14 12:50:00,1,1,0,0
user478,558.32,2,485,3319,4,0,0,1,0.09,0,1,1.96,1,11.25,99,1133,1.31,68,0.34,0.33,37,4.33,1,1,1,1,2025-07-14 13:45:00,0,0,0,0
user479,969.61,5,486,2965,3,1,0,1,0.34,0,1,7.48,0,16.36,3,1758,1.83,98,0.68,0.33,45,2.56,1,0,1,1,2025-07-14 08:36:00,1,1,1,1
user480,527.87,1,274,2337,3,1,0,1,0.98,1,1,8.69,0,37.93,56,315,1.51,23,0.73,0.35,33,0.61,0,0,1,1,2025-07-14 16:04:00,1,0,1,1
user481,633.1,7,381,178,0,0,0,0,0.63,0,0,3.31,0,12.41,29,389,0.87,91,0.37,0.34,35,2.73,1,0,1,1,2025-07-14 13:43:00,1,0,1,1
user482,698.79,8,495,3287,3,0,1,1,0.42,0,1,1.19,0,20.81,87,544,1.36,86,0.78,0.19,5,0.88,0,0,1,1,2025-07-14 14:28:00,1,1,1,1
user483,460.0,6,443,2891,0,0,0,1,0.17,0,0,3.01,0,16.92,83,1022,1.91,57,0.29,0.34,38,4.93,0,1,1,1,2025-07-14 09:53:00,1,1,0,0
user484,631.28,5,655,2572,4,0,1,1,0.99,1,0,1.51,1,20.74,45,651,1.58,97,0.59,0.45,22,3.15,0,1,1,1,2025-07-14 17:52:00,0,1,1,1
user485,588.47,6,220,2211,4,1,1,0,0.82,0,0,1.93,1,36.87,55,292,1.53,91,0.82,0.17,22,1.65,0,0,1,1,2025-07-14 18:33:00,1,1,0,1
user486,902.15,2,581,2805,4,0,0,0,0.28,0,1,4.88,0,21.55,30,1762,1.95,56,0.58,0.47,10,3.04,0,0,1,1,2025-07-14 13:48:00,1,0,1,1
user487,54.99,1,949,2055,2,1,1,1,0.07,1,1,3.07,1,29.99,87,388,1.7,51,0.92,0.01,44,0.85,0,1,1,1,2025-07-14 15:23:00,1,0,1,1
user488,288.15,7,386,1765,4,0,0,1,0.06,0,0,5.64,1,9.5,6,682,0.7,86,0.15,0.17,5,4.1,0,1,1,1,2025-07-14 08:54:00,0,1,0,0
user489,950.91,7,404,1782,3,0,1,1,0.12,1,1,3.28,1,41.23,89,1772,1.02,58,0.63,0.07,46,4.66,1,0,1,1,2025-07-14 15:59:00,0,1,0,0
user490,891.36,2,459,2282,1,1,1,0,0.58,1,1,9.46,0,21.64,76,1267,1.95,48,0.61,0.06,34,4.43,0,1,1,1,2025-07-14 10:18:00,1,0,0,1
user491,461.1,2,952,2852,0,1,1,1,0.93,1,0,9.15,1,34.18,53,1512,1.23,11,0.69,0.41,8,2.04,1,1,1,1,2025-07-14 11:11:00,0,1,0,1
user492,623.93,1,373,1757,2,0,0,1,0.5,0,0,6.1,1,37.64,7,1989,0.67,96,0.85,0.46,36,1.97,1,1,1,1,2025-07-14 14:06:00,0,0,1,0
user493,284.61,8,885,1504,4,1,1,1,0.84,0,1,4.19,0,14.43,54,1530,1.19,5,0.75,0.39,14,0.66,1,1,1,1,2025-07-14 12:29:00,1,1,0,0
user494,196.24,8,466,3265,4,1,0,0,0.45,1,0,4.43,1,44.81,68,1934,1.55,67,0.81,0.49,47,3.43,0,0,1,1,2025-07-14 14:11:00,0,1,0,0
user495,469.06,1,734,3522,1,1,1,1,0.71,1,0,4.71,0,32.73,43,1493,2.0,43,0.36,0.11,9,2.91,0,1,1,1,2025-07-14 18:30:00,1,0,0,0
user496,359.82,8,737,1819,1,1,1,1,0.73,1,1,7.55,1,24.29,12,956,0.99,23,0.45,0.07,13,2.57,1,0,1,1,2025-07-14 18:20:00,1,0,1,1
user497,587.82,9,235,1584,2,1,1,0,0.17,1,1,5.06,0,13.21,92,1564,1.27,35,0.66,0.26,9,4.58,0,0,1,1,2025-07-14 09:39:00,1,1,1,1
user498,86.96,4,991,724,0,1,1,0,0.36,1,0,8.71,0,47.4,19,880,1.82,81,0.6,0.41,15,1.26,1,0,1,1,2025-07-14 17:11:00,0,0,0,0
user499,974.65,1,140,92,4,1,0,1,0.64,1,1,9.5,1,38.98,77,995,1.03,28,0.96,0.02,39,0.54,1,1,1,1,2025-07-14 14:16:00,1,1,1,0
user500,986.35,1,597,2162,2,1,0,0,0.07,0,0,4.02,1,14.36,31,1019,0.66,73,0.27,0.5,31,0.83,1,1,1,1,2025-07-14 15:21:00,1,0,1,1
user501,701.18,3,485,2626,3,0,1,1,0.36,1,0,6.05,0,20.2,59,1774,1.92,91,0.42,0.3,8,1.51,0,0,1,1,2025-07-14 13:48:00,0,1,0,1
user502,540.74,5,807,2863,3,1,1,0,0.53,1,1,1.86,0,41.44,49,663,1.23,87,0.62,0.49,14,0.65,1,1,1,1,2025-07-14 15:21:00,1,1,1,0
user503,316.43,5,995,2119,2,0,0,0,1.0,1,0,2.8,1,36.31,26,1652,1.25,69,0.88,0.18,43,2.76,0,0,1,1,2025-07-14 19:55:00,0,1,0,1
user504,815.66,9,286,1611,4,1,0,1,0.47,0,0,4.72,1,39.46,24,1800,1.43,37,0.94,0.23,37,1.91,1,0,1,1,2025-07-14 16:18:00,0,0,0,0
user505,687.88,2,165,779,2,1,0,1,0.82,0,0,2.86,1,24.85,51,112,0.51,63,0.4,0.38,42,1.31,0,1,1,1,2025-07-14 11:49:00,1,0,0,1
user506,170.99,2,769,2662,4,1,0,1,0.43,0,1,8.89,1,37.24,67,1825,1.9,37,0.16,0.4,12,3.88,1,1,1,1,2025-07-14 19:38:00,0,0,1,1
user507,911.82,6,227,2480,1,1,1,0,0.8,0,1,2.42,0,22.39,20,1086,1.04,36,0.48,0.12,28,1.42,0,1,1,1,2025-07-14 17:34:00,1,0,0,0
user508,824.31,9,199,543,2,0,1,1,0.6,1,1,5.1,0,14.51,17,439,1.1,63,0.45,0.46,43,3.59,1,0,1,1,2025-07-14 12:37:00,0,1,1,1
user509,950.3,1,426,1032,4,0,0,1,0.89,0,0,6.45,0,33.47,38,964,0.76,96,0.99,0.43,37,2.07,0,0,1,1,2025-07-14 18:21:00,0,0,1,0
user510,728.46,9,990,3359,2,1,0,1,0.41,1,0,7.23,1,48.92,14,1997,1.07,45,0.49,0.01,45,2.8,0,1,1,1,2025-07-14 16:04:00,0,0,1,1
user511,617.28,9,684,2730,2,0,0,1,0.6,1,1,4.45,1,18.98,52,1987,1.71,16,0.38,0.06,47,4.7,0,0,1,1,2025-07-14 18:44:00,0,0,1,0
user512,424.06,9,701,366,4,1,0,1,0.63,1,1,8.82,0,25.74,37,1899,1.7,77,0.43,0.25,23,0.67,1,0,1,1,2025-07-14 10:03:00,1,1,0,0
user513,933.4,5,555,516,4,1,0,0,0.42,1,1,6.11,0,35.33,47,411,1.9,15,0.46,0.23,6,2.75,1,0,1,1,2025-07-14 13:55:00,1,0,0,0
user514,867.4,9,50,2267,0,0,0,1,0.14,1,0,4.96,0,29.37,51,832,1.1,23,0.84,0.35,15,4.34,1,1,1,1,2025-07-14 19:29:00,0,0,1,1
user515,54.77,4,316,390,2,0,1,1,0.09,1,1,1.61,0,42.95,87,1227,1.56,58,0.17,0.04,39,3.15,0,1,1,1,2025-07-14 08:47:00,1,1,0,0
user516,36.1,2,952,2883,3,1,1,0,0.02,0,0,5.18,0,39.28,71,438,1.26,61,0.38,0.32,21,1.75,0,1,1,1,2025-07-14 08:20:00,1,1,1,0
user517,382.7,6,347,284,2,1,1,1,0.87,0,1,8.39,0,7.62,27,1321,1.71,46,0.97,0.31,46,2.29,1,0,1,1,2025-07-14 12:11:00,1,1,1,1
user518,812.45,4,323,3090,2,0,0,1,0.24,0,0,6.53,1,49.93,84,399,1.57,75,0.24,0.12,7,3.56,1,1,1,1,2025-07-14 18:30:00,1,1,0,1
user519,987.4,6,84,2836,4,1,0,1,0.21,0,0,8.49,0,38.86,15,1567,1.05,35,0.77,0.27,26,4.51,0,0,1,1,2025-07-14 13:50:00,1,1,1,0
user520,158.91,3,962,1539,2,0,0,1,0.74,0,1,5.45,0,43.88,15,458,1.01,56,0.42,0.11,39,0.68,1,0,1,1,2025-07-14 08:31:00,1,1,0,0
user521,598.19,6,288,3176,2,1,1,1,0.32,1,0,2.07,0,34.3,34,1491,0.88,6,0.62,0.07,25,0.82,0,0,1,1,2025-07-14 14:03:00,1,1,1,1
user522,387.08,2,185,3345,3,1,0,0,0.51,0,1,1.12,0,43.53,16,268,1.36,87,0.19,0.29,29,1.96,0,1,1,1,2025-07-14 13:16:00,0,0,1,1
user523,970.22,2,905,1142,4,0,0,0,0.16,0,0,3.73,0,10.06,72,1272,1.95,42,0.38,0.49,43,1.55,0,0,1,1,2025-07-14 15:38:00,1,1,1,1
user524,843.7,9,671,703,2,0,1,0,0.96,0,0,7.28,0,20.65,98,860,0.8,36,0.55,0.12,6,1.69,1,1,1,1,2025-07-14 16:27:00,0,1,1,0
user525,839.95,7,282,675,1,0,0,1,0.85,1,1,8.11,0,44.44,51,867,0.64,14,0.31,0.18,5,1.5,0,0,1,1,2025-07-14 18:41:00,0,1,0,1
user526,474.01,3,846,254,0,1,1,0,0.86,1,0,3.66,1,14.07,92,1081,0.68,12,0.59,0.13,11,1.38,1,1,1,1,2025-07-14 12:41:00,0,1,1,0
user527,420.67,1,629,548,3,1,1,1,0.41,1,1,5.46,0,8.52,81,141,1.67,94,0.3,0.13,24,1.09,0,1,1,1,2025-07-14 17:55:00,1,1,1,0
user528,280.67,8,660,2264,2,1,0,1,0.76,0,1,4.79,1,40.47,11,301,1.03,98,0.69,0.2,47,4.7,1,1,1,1,2025-07-14 18:03:00,1,0,0,0
user529,65.81,6,871,2717,1,1,1,1,0.14,0,1,4.69,1,42.6,82,1069,0.84,79,0.91,0.35,10,1.15,1,1,1,1,2025-07-14 17:30:00,0,0,1,1
user530,866.08,7,792,1309,2,0,0,0,0.01,0,0,3.08,1,12.32,47,1367,1.03,24,0.18,0.02,40,1.42,0,1,1,1,2025-07-14 18:24:00,0,0,1,1
user531,814.77,9,868,2519,2,1,1,0,0.02,0,0,2.23,0,43.45,21,1792,1.47,24,0.29,0.48,25,1.61,0,1,1,1,2025-07-14 11:47:00,1,0,1,1
user532,999.72,5,940,3336,4,1,0,0,0.59,0,0,2.77,0,35.9,48,563,1.32,13,0.86,0.02,39,4.7,0,1,1,1,2025-07-14 12:23:00,1,0,1,0
user533,996.67,1,298,1162,4,1,1,1,0.46,1,1,1.5,0,28.4,51,548,1.62,76,0.67,0.44,40,3.9,0,1,1,1,2025-07-14 19:57:00,1,0,1,0
user534,559.88,7,733,1207,4,0,0,0,0.52,0,1,2.78,0,42.36,78,1012,1.01,19,0.17,0.45,12,4.05,1,0,1,1,2025-07-14 15:09:00,0,0,1,1
user535,771.3,5,902,2578,1,1,1,1,0.01,1,0,1.08,0,23.87,0,897,1.18,92,0.54,0.26,8,0.97,1,0,1,1,2025-07-14 09:13:00,0,1,0,1
user536,945.32,3,281,1301,2,1,1,0,0.42,0,0,6.65,0,13.73,65,893,0.65,67,0.29,0.07,47,4.26,1,0,1,1,2025-07-14 18:49:00,1,1,1,0
user537,851.15,9,939,575,0,0,1,0,0.72,1,1,3.85,0,17.82,63,536,0.61,95,0.28,0.28,20,2.34,1,0,1,1,2025-07-14 10:38:00,1,1,0,0
user538,254.87,1,75,1685,3,1,0,1,0.44,1,0,9.76,0,27.73,7,1873,1.19,25,0.95,0.31,7,1.68,1,0,1,1,2025-07-14 15:18:00,0,1,1,0
user539,456.04,1,492,1187,4,1,0,1,0.73,1,1,2.74,0,28.91,85,630,0.95,9,0.79,0.43,11,3.09,0,1,1,1,2025-07-14 18:03:00,1,1,0,0
user540,137.87,1,945,452,4,0,1,0,0.23,1,0,4.11,0,41.25,24,664,1.42,39,0.73,0.28,6,4.2,0,1,1,1,2025-07-14 11:10:00,1,1,0,1
user541,954.51,3,257,690,2,1,0,0,0.81,0,1,4.22,1,40.61,65,1720,0.56,89,0.32,0.21,5,4.0,1,1,1,1,2025-07-14 18:20:00,0,0,0,0
user542,610.11,6,165,1907,2,1,1,0,0.59,0,0,1.08,0,31.16,72,1396,0.68,72,0.21,0.42,5,4.5,0,1,1,1,2025-07-14 11:08:00,0,1,0,0
user543,236.36,3,56,2715,1,1,0,1,0.21,0,0,8.55,0,40.14,72,1553,1.8,52,0.88,0.49,42,4.68,0,1,1,1,2025-07-14 08:23:00,0,1,1,1
user544,674.98,8,944,1039,1,0,1,1,0.24,1,1,1.29,0,13.63,76,971,1.35,84,0.11,0.32,11,1.57,0,0,1,1,2025-07-14 12:36:00,0,1,1,1
user545,621.95,2,463,493,4,1,0,0,0.63,0,1,9.46,1,7.25,69,312,1.57,99,0.45,0.44,28,2.41,0,0,1,1,2025-07-14 15:07:00,1,0,1,1
user546,364.58,9,210,3462,2,1,1,0,0.83,0,1,9.03,0,44.31,93,1048,1.76,94,0.35,0.3,9,0.57,0,1,1,1,2025-07-14 08:37:00,0,0,0,1
user547,122.42,3,669,3274,0,0,1,1,0.42,0,0,5.82,0,8.4,78,1996,1.2,66,0.61,0.34,25,4.46,0,0,1,1,2025-07-14 10:16:00,1,0,0,0
user548,674.86,5,133,2647,3,0,1,0,0.26,0,1,5.89,1,16.1,50,1227,1.64,39,0.33,0.34,32,1.2,1,0,1,1,2025-07-14 08:57:00,1,1,0,0
user549,525.1,8,10,337,2,1,1,1,0.87,1,1,6.88,0,36.29,52,291,1.29,74,0.38,0.35,22,4.38,0,1,1,1,2025-07-14 08:24:00,1,1,0,0
user550,774.6,2,977,292,2,1,0,1,0.67,1,0,4.48,1,23.43,14,1812,0.83,25,0.87,0.16,28,1.98,0,1,1,1,2025-07-14 08:10:00,0,1,0,0
user551,524.96,6,768,1612,1,1,1,1,0.45,0,1,6.83,1,44.43,49,1782,1.01,84,0.64,0.29,36,2.16,1,0,1,1,2025-07-14 09:43:00,0,0,0,0
user552,853.66,5,864,1654,3,1,0,1,0.49,0,1,1.4,1,18.41,70,1503,1.24,43,0.23,0.3,49,0.68,1,0,1,1,2025-07-14 09:14:00,1,0,0,1
user553,556.39,9,649,1173,4,0,0,1,0.2,0,1,1.49,1,5.53,74,1204,0.98,38,0.75,0.16,37,1.97,1,1,1,1,2025-07-14 08:33:00,1,1,1,1
user554,565.33,5,200,3330,2,1,1,1,0.63,1,0,5.12,0,18.53,37,804,1.0,19,0.29,0.17,14,4.5,0,0,1,1,2025-07-14 13:35:00,0,0,0,0
user555,877.89,2,588,2469,4,0,0,0,0.36,1,0,5.95,1,31.01,39,648,1.01,10,0.49,0.38,13,0.61,1,1,1,1,2025-07-14 17:20:00,1,1,1,1
user556,409.45,5,525,3572,2,0,0,1,1.0,1,0,8.99,1,21.92,65,1500,0.68,70,0.68,0.29,37,2.33,0,0,1,1,2025-07-14 19:02:00,1,0,1,0
user557,142.68,4,451,85,4,1,0,1,0.48,0,1,1.94,0,29.07,38,1961,0.63,92,0.34,0.07,37,0.64,1,0,1,1,2025-07-14 14:43:00,1,0,0,0
user558,38.49,7,930,3156,3,1,1,0,0.49,1,0,8.4,0,44.45,73,253,0.57,60,0.45,0.42,11,2.17,0,1,1,1,2025-07-14 13:25:00,1,0,0,0
user559,757.59,6,824,1477,1,0,0,1,0.57,1,1,2.89,0,46.06,16,1765,0.67,53,0.76,0.44,8,1.28,0,0,1,1,2025-07-14 13:57:00,1,1,0,0
user560,624.11,2,815,2614,3,0,0,0,0.92,1,1,4.55,1,16.97,6,670,1.02,96,0.94,0.23,32,1.63,1,1,1,1,2025-07-14 16:50:00,1,0,0,0
user561,707.04,5,152,3432,0,1,1,1,0.8,1,1,3.85,0,25.8,38,1859,1.39,5,0.58,0.1,27,4.45,0,0,1,1,2025-07-14 18:28:00,1,1,1,1
user562,220.83,7,200,3470,1,0,1,0,0.45,1,0,4.6,1,29.71,67,1884,0.78,69,0.11,0.47,36,2.46,0,0,1,1,2025-07-14 12:15:00,1,1,0,1
user563,145.01,7,542,2374,3,1,0,0,0.72,0,0,2.35,1,47.71,34,339,1.83,32,0.4,0.44,48,1.73,0,1,1,1,2025-07-14 19:43:00,0,1,1,0
user564,24.4,5,236,520,0,1,1,1,0.59,0,1,5.53,0,49.94,50,473,1.71,24,0.46,0.12,20,3.15,0,0,1,1,2025-07-14 12:37:00,0,0,0,0
user565,357.08,9,322,2563,2,0,0,1,0.49,0,1,8.21,0,15.59,46,904,1.28,52,0.41,0.05,14,1.14,1,1,1,1,2025-07-14 15:28:00,1,0,1,1
user566,594.02,4,638,3491,2,0,0,1,0.19,0,0,4.97,0,37.71,35,898,1.59,76,0.49,0.22,18,1.67,1,1,1,1,2025-07-14 18:08:00,1,0,1,0
user567,398.32,3,958,1151,4,1,0,1,0.46,1,0,5.42,0,22.01,63,1327,1.05,69,0.67,0.34,43,2.96,1,0,1,1,2025-07-14 13:36:00,0,1,1,0
user568,443.1,4,311,1066,1,0,1,0,0.25,0,0,8.64,0,5.36,94,710,0.56,94,0.21,0.09,40,1.57,0,1,1,1,2025-07-14 18:32:00,0,0,1,0
user569,905.12,5,663,2970,2,1,0,0,0.91,0,1,7.35,0,5.42,88,1473,1.86,55,0.35,0.26,38,3.56,1,1,1,1,2025-07-14 09:05:00,0,0,1,1
user570,354.77,6,469,3543,1,1,1,0,0.34,0,0,5.41,1,25.73,12,787,0.69,47,0.56,0.21,28,2.71,1,1,1,1,2025-07-14 09:39:00,1,1,0,0
user571,518.85,3,410,2054,2,1,1,1,0.95,1,0,3.32,1,26.98,17,873,1.92,53,0.38,0.45,22,3.97,0,0,1,1,2025-07-14 15:41:00,0,1,0,0
user572,785.82,2,560,550,4,0,0,0,0.53,0,0,8.96,0,6.02,20,1906,1.36,29,0.99,0.21,20,4.77,1,1,1,1,2025-07-14 19:58:00,0,1,0,1
user573,402.58,4,402,1132,3,1,1,1,0.63,1,1,6.19,1,35.91,64,242,0.96,78,0.49,0.27,45,1.02,1,1,1,1,2025-07-14 10:28:00,1,0,1,0
user574,625.87,5,876,2671,4,1,1,1,0.54,1,0,2.99,1,18.23,99,1312,1.24,80,0.88,0.48,41,2.01,1,0,1,1,2025-07-14 19:43:00,0,0,0,0
user575,863.74,4,773,3233,0,1,1,0,0.13,1,1,3.42,1,30.2,7,371,1.25,45,0.91,0.15,45,1.94,0,1,1,1,2025-07-14 16:07:00,1,1,1,1
user576,950.03,3,854,275,2,1,1,1,0.38,0,1,8.23,1,18.54,47,1655,0.53,75,0.85,0.14,29,1.18,1,1,1,1,2025-07-14 10:50:00,0,0,1,1
user577,155.6,8,216,3569,0,1,1,0,0.1,1,1,1.4,1,12.52,84,1968,1.03,68,0.14,0.4,12,4.15,1,1,1,1,2025-07-14 10:14:00,0,1,0,0
user578,927.32,4,219,1783,0,1,0,1,0.62,0,0,9.93,1,23.32,42,1423,1.61,65,0.95,0.14,28,3.92,1,0,1,1,2025-07-14 10:23:00,0,0,1,1
user579,497.2,2,124,1652,1,1,1,0,0.45,0,0,2.17,0,15.45,52,525,1.27,16,0.22,0.42,24,2.68,0,0,1,1,2025-07-14 16:43:00,0,1,0,0
user580,265.66,2,746,2666,2,1,0,1,0.78,0,0,8.16,0,29.07,84,145,0.87,85,0.13,0.05,34,2.92,0,0,1,1,2025-07-14 15:06:00,0,0,1,0
user581,464.54,1,655,218,0,1,0,0,0.22,1,1,4.55,0,13.95,26,194,1.0,73,0.47,0.06,24,0.77,1,0,1,1,2025-07-14 13:35:00,1,1,0,1
user582,980.23,4,260,2596,3,1,0,0,0.16,1,0,5.43,1,27.88,18,163,1.79,18,0.28,0.45,22,3.0,1,0,1,1,2025-07-14 12:52:00,1,1,1,0
user583,497.69,9,228,745,0,1,0,1,0.41,0,1,8.93,0,12.08,22,512,1.29,38,0.27,0.27,8,4.06,1,0,1,1,2025-07-14 09:55:00,0,1,0,1
user584,335.46,7,416,3373,3,0,0,1,0.93,1,0,4.72,0,35.19,49,1766,1.29,52,0.36,0.36,40,3.08,0,1,1,1,2025-07-14 09:43:00,1,0,0,1
user585,637.07,7,452,2901,1,1,0,0,0.71,1,0,5.84,0,38.93,50,1132,1.94,65,0.32,0.11,10,1.69,0,0,1,1,2025-07-14 14:52:00,0,0,1,1
